yr,stpcd,stpnm,sex,age,admigrp,n_admi
2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,m,adult,NA,5
2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",m,NA,emer,13
2018,Q76PHD,Q76PHD,f,adult,daycase,396
2018,X24,NHS_ENGLAND,m,child,paeds-elec,1443
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,f,adult,ordelec,18102
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,f,adult,reg,22931
2018,Q7800,Q7800,f,adult,ordelec,176
2018,X98,X98,f,adult,xfer,19
2018,Q8500,Q8500,m,child,paeds-elec,40
2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,m,adult,xfer,542
2018,X24,NHS_ENGLAND,m,child,reg,126
2018,Q65,Q65,m,adult,daycase,213
2018,SN900,SN900,m,adult,ordelec,12
2018,Q7400,Q7400,m,adult,ordelec,251
2018,Q8400,Q8400,f,adult,ordelec,20
2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,f,adult,daycase,38833
2018,SY999,SY999,f,child,daycase,4
2018,SY999,SY999,f,child,xfer,1
2018,9,9,f,adult,daycase,1
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",m,child,NA,20
2018,SW900,SW900,f,adult,emer,2
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,m,adult,xfer,1596
2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",f,child,daycase,782
2018,Q71,Q71,m,adult,ordelec,4816
2018,Q37,Q37,m,adult,daycase,7
2018,Q79,Q79,f,adult,daycase,3877
2018,SN9CO,SN9CO,m,adult,daycase,1
2018,SH9,SH9,f,child,paeds-emer,3
2018,50Y00,50Y00,f,child,daycase,2
2018,Q79SD,Q79SD,f,child,paeds-elec,26
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,f,adult,emer,79609
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,f,adult,reg,8675
2018,Q82AF,Q82AF,m,adult,daycase,36
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,f,child,xfer,148
2018,SY999,SY999,m,child,paeds-emer,5
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,NA,adult,emer,11
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,NULL,adult,emer,1
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,m,adult,xfer,615
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",m,child,reg,13
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",f,child,paeds-emer,9550
2018,YAD00,YAD00,f,child,paeds-elec,6
2018,Q8700,Q8700,m,adult,birth,1
2018,YAE00,YAE00,m,child,birth,2
2018,0DF,0DF,m,adult,ordelec,6
2018,UNK,UNKNOWN,f,child,daycase,11
2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,m,adult,ordelec,7054
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,f,adult,ordelec,11810
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,f,child,paeds-emer,6605
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",m,child,mat,9
2018,Q8200,Q8200,f,adult,ordelec,113
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,m,child,NA,1
2018,Q8000,Q8000,m,adult,ordelec,172
2018,YDD82,YDD82,f,child,paeds-emer,2
2018,DUM002,NonSTP (Wales Region),NA,adult,daycase,3
2018,NHS,NHS,m,adult,emer,2
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,f,adult,emer,67695
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,f,adult,mat,20259
2018,WAL,WAL,m,adult,reg,21
2018,5PT,5PT,m,child,paeds-elec,1
2018,4200,4200,m,adult,emer,5
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,NA,child,daycase,2
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,f,adult,reg,3847
2018,ST9,ST9,m,adult,emer,18
2018,SG999,SG999,m,adult,emer,57
2018,SL900,SL900,f,child,daycase,3
2018,DUM001,NonSTP (England Region),f,adult,emer,64328
2018,SA999,SA999,m,adult,reg,9
2018,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,m,child,reg,1
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,m,adult,ordelec,9978
2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,m,adult,ordelec,10776
2018,YK1,YK1,m,child,daycase,45
2018,SH9,SH9,m,adult,daycase,9
2018,Q71,Q71,m,child,paeds-emer,1259
2018,Q88,Q88,f,adult,ordelec,276
2018,3,3,m,adult,emer,2
2018,Q86,Q86,f,adult,mat,26
2018,5D700,5D700,m,child,xfer,1
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,NA,adult,daycase,23
2018,NULL,NULL,m,adult,ordelec,2
2018,XMD00,XMD00,f,adult,emer,1
2018,OVE,OVE,f,child,birth,3
2018,ST9,ST9,m,adult,ordelec,10
2018,Q81,Q81,m,child,paeds-elec,54
2018,Q78SD,Q78SD,f,adult,ordelec,15
2018,Q78,Q78,m,child,paeds-elec,50
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,f,adult,ordelec,13094
2018,Q8700,Q8700,m,adult,emer,682
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,NA,adult,emer,16
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,f,NA,emer,2
2018,SS999,SS999,f,adult,xfer,1
2018,X24,NHS_ENGLAND,m,adult,birth,3
2018,37,37,m,child,paeds-emer,1
2018,Q8600,Q8600,f,adult,reg,23
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,NULL,child,reg,1
2018,ZC100,ZC100,f,adult,emer,4
2018,Q7100,Q7100,m,adult,xfer,759
2018,SN9,SN9,f,child,paeds-emer,2
2018,W01HC,W01HC,m,adult,xfer,1
2018,ZC5,ZC5,f,adult,mat,3
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,m,child,NA,26
2018,Q8000,Q8000,m,child,paeds-emer,63
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",NA,adult,emer,5
2018,ZC3,ZC3,f,adult,xfer,1
2018,3,3,f,adult,emer,3
2018,SK900,SK900,m,adult,emer,1
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,f,adult,birth,19
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,f,adult,xfer,1181
2018,UNK,UNKNOWN,f,adult,emer,53
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",m,adult,emer,62200
2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,f,adult,NA,117
2018,5P6,5P6,f,adult,daycase,2
2018,Q81,Q81,f,adult,daycase,3713
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,m,adult,ordelec,8910
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,m,adult,mat,4
2018,Q82,Q82,f,adult,NA,1
2018,ERROR,ERROR,f,adult,daycase,6
2018,Q71,Q71,NA,adult,ordelec,1
2018,Q88,Q88,m,child,paeds-elec,75
2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",NA,child,birth,1
2018,JERSE,JERSE,m,adult,emer,3
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,f,child,reg,178
2018,Q8200,Q8200,f,adult,daycase,1085
2018,Q71,Q71,f,adult,mat,2934
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,NA,child,daycase,1
2018,SS9,SS9,f,adult,ordelec,2
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,m,NA,emer,4
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,f,adult,ordelec,21916
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,f,child,daycase,840
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,NA,adult,emer,502
2018,Q79SD,Q79SD,m,adult,daycase,223
2018,Q7100,Q7100,m,adult,NA,4
2018,Q6800,Q6800,f,adult,daycase,29
2018,ZB0,ZB0,m,child,paeds-emer,1
2018,YAC,YAC,f,adult,daycase,24
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,m,child,xfer,441
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,f,adult,reg,495
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,m,child,NA,7
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,m,adult,emer,30839
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,f,child,xfer,84
2018,Q65,Q65,m,child,reg,2
2018,SA9,SA9,m,adult,daycase,3
2018,SB9,SB9,f,adult,mat,1
2018,ZC5,ZC5,m,child,daycase,5
2018,Q81,Q81,f,adult,reg,1
2018,SSA00,SSA00,f,adult,emer,1
2018,Q64,Q64,f,child,paeds-elec,6
2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",f,adult,xfer,1001
2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,m,child,daycase,887
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,m,child,daycase,2291
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,f,adult,birth,78
2018,Q8800,Q8800,f,child,daycase,138
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,f,adult,NA,6
2018,SS9,SS9,f,child,paeds-emer,5
2018,DUM001,NonSTP (England Region),m,adult,ordelec,95298
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,m,child,mat,250
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,f,adult,mat,42983
2018,YAC00,YAC00,m,adult,ordelec,15
2018,OSP,OSP,m,adult,emer,18
2018,Q56,Q56,m,child,paeds-emer,20
2018,X24,NHS_ENGLAND,m,NA,ordelec,2
2018,S92,S92,m,adult,emer,20
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,NA,child,birth,6
2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",NA,adult,daycase,3
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,f,adult,emer,156142
2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,m,child,xfer,66
2018,0AE,0AE,m,child,mat,1
2018,Q76,Q76,m,child,paeds-emer,160
2018,Q72,Q72,f,adult,emer,778
2018,Q72,Q72,m,child,xfer,12
2018,ZC2,ZC2,f,adult,xfer,1
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,f,child,xfer,48
2018,Q8200,Q8200,f,child,birth,1
2018,SF900,SF900,m,adult,ordelec,2
2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,f,child,mat,191
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",f,child,paeds-elec,406
2018,0AE,0AE,f,child,paeds-emer,3
2018,DUM002,NonSTP (Wales Region),m,adult,NA,3
2018,Q8700,Q8700,f,child,birth,17
2018,ZB100,ZB100,m,adult,emer,22
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,m,adult,reg,60953
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,m,adult,mat,1
2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,NA,adult,mat,2
2018,SY9,SY9,f,adult,xfer,1
2018,Q8600,Q8600,f,adult,mat,4
2018,5QH,5QH,f,adult,emer,2
2018,Q86,Q86,f,child,paeds-elec,34
2018,X9800,X9800,m,adult,reg,1
2018,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,f,adult,ordelec,10843
2018,Q86,Q86,m,adult,emer,153
2018,X24,NHS_ENGLAND,f,child,paeds-emer,909
2018,DUM001,NonSTP (England Region),m,child,NA,34
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,f,adult,ordelec,8451
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,f,NA,daycase,1
2018,Q8800,Q8800,f,child,paeds-elec,1
2018,ZC2,ZC2,f,adult,emer,8
2018,SL9,SL9,m,child,paeds-emer,8
2018,SHA,SHA,m,adult,daycase,29
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,m,adult,xfer,801
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,f,child,xfer,84
2018,IOM,IOM,m,adult,emer,13
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,m,child,mat,249
2018,Q8400,Q8400,m,adult,ordelec,27
2018,DUM001,NonSTP (England Region),f,adult,mat,2247
2018,Q81,Q81,f,adult,emer,226
2018,DUM002,NonSTP (Wales Region),f,adult,emer,8305
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,f,adult,daycase,139378
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,m,NA,emer,3
2018,ST900,ST900,f,child,paeds-emer,2
2018,0AE,0AE,f,child,birth,16
2018,OTHER,OTHER,m,child,birth,11
2018,SN999,SN999,m,adult,ordelec,12
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,f,child,daycase,4988
2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,f,adult,emer,31835
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",m,NA,daycase,18
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,f,NA,emer,2
2018,Q84,Q84,f,child,daycase,1243
2018,OSP,OSP,f,adult,mat,1
2018,SA9,SA9,m,adult,ordelec,2
2018,YK1,YK1,m,adult,ordelec,125
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,m,adult,reg,7669
2018,YAC00,YAC00,m,adult,daycase,10
2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,m,adult,mat,2
2018,OSP,OSP,f,child,daycase,1
2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",m,adult,ordelec,7418
2018,Q55,Q55,m,adult,daycase,9
2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,m,child,daycase,4049
2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,f,child,paeds-elec,575
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,f,adult,xfer,590
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,f,adult,mat,12435
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",f,adult,daycase,48208
2018,SJ999,SJ999,m,child,paeds-emer,3
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,m,child,xfer,47
2018,Q8800,Q8800,m,adult,daycase,273
2018,5A8,5A8,f,adult,ordelec,1
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,f,NA,emer,4
2018,6A8,6A8,m,adult,emer,1
2018,5QF00,5QF00,f,adult,emer,1
2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,f,NA,emer,2
2018,DUM001,NonSTP (England Region),m,adult,xfer,13310
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,f,child,paeds-emer,4761
2018,Q70,Q70,NA,adult,daycase,4
2018,12,12,m,adult,emer,6
2018,OVS,OVS,f,adult,daycase,4
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,m,child,birth,4845
2018,ERROR,ERROR,f,child,reg,3
2018,SDSN9,SDSN9,m,adult,emer,1
2018,1000,1000,f,adult,emer,1
2018,Q8600,Q8600,m,child,xfer,1
2018,SHA,SHA,m,adult,xfer,2
2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,f,adult,ordelec,7738
2018,SS9,SS9,m,adult,daycase,6
2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,m,child,xfer,93
2018,Q70,Q70,m,adult,ordelec,1111
2018,SB999,SB999,m,child,paeds-emer,2
2018,Q72SD,Q72SD,f,adult,daycase,1
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,m,adult,emer,105742
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,m,adult,emer,80576
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,f,adult,emer,66831
2018,Q84,Q84,f,child,xfer,1
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,m,adult,NA,10
2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,m,child,birth,5117
2018,SD040,SD040,f,child,daycase,16
2018,Q7400,Q7400,m,child,paeds-elec,26
2018,Q8700,Q8700,f,child,paeds-emer,18
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,f,adult,daycase,67450
2018,Q78SD,Q78SD,f,adult,daycase,13
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,m,child,paeds-emer,15042
2018,X24,NHS_ENGLAND,f,child,birth,505
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,f,adult,emer,69615
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,f,NA,emer,6
2018,YK1,YK1,m,child,paeds-emer,8
2018,YAC00,YAC00,m,adult,xfer,1
2018,RPY00,RPY00,f,adult,reg,3
2018,SDSL9,SDSL9,m,adult,emer,1
2018,Q7400,Q7400,f,adult,mat,1
2018,6,6,m,adult,emer,3
2018,X98,X98,m,adult,emer,1125
2018,50Y00,50Y00,f,adult,ordelec,7
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",m,child,paeds-emer,7451
2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,m,child,birth,4104
2018,SY999,SY999,m,adult,daycase,13
2018,Q64,Q64,m,adult,daycase,224
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,m,adult,ordelec,15943
2018,SL900,SL900,m,adult,emer,29
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,f,adult,reg,6589
2018,Q7900,Q7900,f,child,paeds-elec,8
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,m,adult,xfer,937
2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,f,child,paeds-emer,10294
2018,Q7800,Q7800,f,adult,reg,3
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",m,child,reg,2
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,f,NA,ordelec,1
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,f,child,daycase,2896
2018,Q76,Q76,f,child,daycase,580
2018,Q87,Q87,m,adult,daycase,3872
2018,SB999,SB999,f,child,daycase,2
2018,SA999,SA999,f,adult,emer,22
2018,S92,S92,f,adult,ordelec,1
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,f,adult,NA,99
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,f,child,mat,264
2018,X9800,X9800,m,adult,xfer,5
2018,Q76SD,Q76SD,f,adult,emer,1
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,f,adult,emer,68937
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,m,adult,daycase,31204
2018,SCO,SCO,m,adult,emer,1
2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,m,child,mat,75
2018,SHA,SHA,f,adult,ordelec,9
2018,2500,2500,m,adult,emer,2
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,f,adult,daycase,68479
2018,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,m,adult,birth,2
2018,YDD82,YDD82,f,child,paeds-elec,14
2018,40,40,f,adult,emer,1
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,f,NA,birth,9
2018,Q73,Q73,f,adult,daycase,1
2018,Q38,Q38,f,adult,emer,6
2018,YK1,YK1,f,child,paeds-elec,9
2018,8,8,f,adult,ordelec,19
2018,OSV,OSV,m,adult,daycase,2
2018,Q7600,Q7600,f,child,daycase,732
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,f,child,NA,9
2018,Q82AF,Q82AF,m,child,daycase,1
2018,Q8000,Q8000,m,adult,reg,36
2018,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,m,adult,daycase,59550
2018,Q8600,Q8600,f,adult,xfer,3
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,m,adult,emer,71579
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,f,adult,xfer,1042
2018,Q80,Q80,f,adult,emer,3
2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,m,child,mat,93
2018,Q70,Q70,m,child,birth,39
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,m,adult,NA,34
2018,Q84,Q84,f,child,paeds-emer,98
2018,Q77,Q77,m,child,paeds-elec,56
2018,ZC2,ZC2,f,adult,mat,2
2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,NA,child,birth,2
2018,W01HC,W01HC,f,adult,emer,1
2018,PRIVAT,PRIVAT,m,child,paeds-emer,3
2018,SF9,SF9,m,child,paeds-elec,3
2018,800,800,f,adult,emer,1
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,NA,child,paeds-emer,1
2018,Q86,Q86,NA,adult,ordelec,1
2018,X9800,X9800,m,child,birth,2
2018,DUM002,NonSTP (Wales Region),NA,child,birth,1
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",f,child,NA,1
2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,NA,adult,daycase,3
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,f,adult,emer,85444
2018,Q7800,Q7800,m,adult,emer,310
2018,Q70,Q70,m,child,paeds-emer,307
2018,2300,2300,m,adult,emer,1
2018,ZC0,ZC0,m,adult,emer,3
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,m,child,mat,12
2018,Q88,Q88,m,adult,emer,415
2018,Q76,Q76,f,adult,emer,205
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",f,child,xfer,82
2018,EXT,EXT,f,adult,ordelec,3
2018,SJ999,SJ999,f,adult,ordelec,2
2018,SV900,SV900,m,adult,ordelec,3
2018,YDD82,YDD82,m,adult,emer,14
2018,Q55,Q55,m,adult,ordelec,1
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,f,child,reg,1
2018,Q87,Q87,m,NA,daycase,1
2018,OSP,OSP,f,child,paeds-emer,2
2018,ZC5,ZC5,m,adult,emer,14
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,f,child,reg,8
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,f,child,reg,41
2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,m,adult,emer,62927
2018,Q7000,Q7000,m,child,xfer,1
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,m,adult,daycase,62177
2018,Q88,Q88,f,adult,daycase,6257
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,f,child,daycase,1600
2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,m,adult,NA,6
2018,Q79SD,Q79SD,m,child,paeds-emer,27
2018,5LA00,5LA00,m,adult,daycase,1
2018,SY999,SY999,f,child,paeds-emer,1
2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",f,child,reg,24
2018,5PV00,5PV00,f,adult,mat,1
2018,Q77,Q77,f,adult,daycase,4473
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,f,child,reg,58
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,m,adult,xfer,989
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,m,adult,xfer,870
2018,DUM001,NonSTP (England Region),m,adult,reg,133459
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,m,child,mat,74
2018,OVSOT,OVSOT,m,child,xfer,1
2018,1200,1200,f,child,paeds-emer,1
2018,X9800,X9800,m,adult,daycase,30
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,m,NA,ordelec,1
2018,Q7100,Q7100,f,adult,emer,4905
2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",f,adult,emer,23617
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,m,child,paeds-elec,1240
2018,Q82,Q82,f,adult,reg,1
2018,Q75,Q75,f,child,paeds-elec,16
2018,Q64,Q64,m,child,birth,1
2018,0DF,0DF,f,adult,mat,16
2018,Q5400,Q5400,f,child,mat,8
2018,OVSGI,OVSGI,m,child,paeds-elec,1
2018,Q7800,Q7800,f,child,daycase,557
2018,X98,X98,m,NA,emer,37
2018,5PV00,5PV00,m,adult,ordelec,1
2018,Q86,Q86,m,child,daycase,432
2018,UNK,UNKNOWN,m,adult,ordelec,70
2018,OSV,OSV,m,adult,xfer,1
2018,9CJ00,9CJ00,f,adult,ordelec,1
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,f,child,NA,14
2018,NULL,NULL,m,adult,reg,1
2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,m,adult,ordelec,10493
2018,Q85,Q85,m,adult,daycase,219
2018,Q86AF,Q86AF,f,adult,emer,2
